sentence,labels,lang
Der Wert des Deals wird auf zwischen 25 Mio. SEK und 50 Mio. SEK geschätzt.,0,de
"Das Unternehmen sagte , dass seine Investitionen in die neuen Marktsegmente zu einem Umsatzanstieg in Schweden , Polen , Russland und Litauen geführt hätten .",1,de
"Das Betriebsergebnis lag bei -0,1 Mio EUR , gegenüber 1,3 Mio EUR .",2,de
"Im Rahmen der Umstrukturierungsmaßnahmen , die im Frühjahr 2006 stattfinden werden , wird Tamglass Finton Personalverhandlungen aufnehmen , die das gesamte Personal von 33 Mitarbeitern betreffen werden .",2,de
Die Produktion der Verträge beläuft sich auf 72 MWe .,0,de
"Da die Kapazität um 1,4 % verringert wurde , lag der Faktor der Passagierlast bei 7,8 Prozentpunkten .",0,de
$YELP Das geht grün und so viele Shorts sind Toast!,1,de
"Der Baltische Umsatz des YIT in den ersten drei Quartalen 2008 belief sich auf 106,2 Millionen Euro , was einem Rückgang um 29 Prozent gegenüber dem Vorjahr entspricht .",2,de
"Der neue Kroksberg-Eisenbahntunnel wird auf einem neuen Gleisabschnitt zwischen Harnosand und Veda errichtet, der Teil der Strecke ist, die der Küste des Bottnischen Golfs folgt.",0,de
VIVUS $VVUS Bär Razzia in Kraft. Bestand um 12%,2,de
"Erkki Jarvinen , Präsident von Rautakirja und Leiter der Sanoma Trade Division , wird seine aktuellen Aufgaben im Frühjahr 2009 für eine ähnliche Position außerhalb der Sanoma Gruppe verlassen .",0,de
"Rotes tägliches Dreieck auf $SHOR,...Skalierung auf langer Position http://stks.co/r82S",1,de
"ADP News - Feb 13 , 2009 - Der finnische Einzelhändler Kesko Oyj HEL : KESBV sagte heute , dass sein Gesamtumsatz , ohne Mehrwertsteuer , im Januar 2009 bei 661,3 Millionen USD 853,1 Mio .",0,de
"Fortum erwägt nun, sich an Atomenergieprojekten außerhalb Finnlands zu beteiligen.",0,de
"Das 50-50-Joint Venture , Nokia Siemens Networks genannt , wird aus Nokias Netzwerk-Geschäftsgruppe und Siemens' Carrier-bezogenen Operationen , die Schaffung von geschätzten Synergien von 1,5 Milliarden Euro ( $ 1,9 Milliarden ) bis 2010 , Nokia sagte .",1,de
Das Unternehmen betreibt vier Hauptbereiche: Konsumverpackungen; Büropapiere; Spezialpapiere sowie Marktpapiere und Energie .,0,de
"zip , """" Experten warnte Dienstag .",0,de
Tesco-Aktionäre zurück ITV-Vorsitzender,1,de
"Abonnenten von China Unicom , der zweitgrößte Mobilfunkanbieter der Nation nach China Mobile , werden voraussichtlich ab März 2008 Bilder , Videos und Blogs im Internet über Mobiltelefone veröffentlichen .",0,de
Derzeit unterscheiden sich die vierteljährlich angewandten Zuschläge erheblich von den tatsächlichen Marktpreisen .,0,de
"$KNDI Brechen Sie diese HOD auf Volumen, und wir haben eine schöne Konsolidierung für einen weiteren Lauf abgeschlossen.",1,de
"Die Parteien haben ferner vereinbart , dass L+ñnnen Tehtaat das Recht hat , die verbleibenden Anteile an Suomen Rehu frühestens 15 Monate nach dem Kauf der Mehrheitsbeteiligung an Hankija-Maatalous zu verkaufen .",0,de
"4 ) Vollständiger Name des Gesellschafters : Otto Henrik Bernhard Nyberg 5 ) Weitere Informationen : Die Höhe der nun übertragenen Aktien entspricht 5,68 % der Gesamtzahl der Aktien an Aspo Plc. .",0,de
"UNC Charlotte würde auch SSH Tectia Connector bereitstellen, um sichere Anwendungskonnektivität zu ermöglichen.",0,de
Auch Chile ist ein wichtiger Markt für Forstmaschinenunternehmen.,0,de
"Die Entwickler dieses Projekts sagen voraus, dass Skanssi, sobald es im April 2009 abgeschlossen ist, jährlich etwa 4,5 Millionen Besucher anlocken wird.",1,de
"Der operative Verlust belief sich auf 0,8 Mio EUR im Vergleich zu einem Ergebnis von 3,9 Mio EUR im Vorjahr .",2,de
"Die beliebtesten mobilen Datendienste sind E-Mail , Surfen im Internet , sowie Nachrichten und Wetterdienste .",0,de
"Telecom hat eine Auslandsinvestitionsgrenze von 74 % , aber es scheint , dass mobile VAS nicht , was bedeutet , dass Tecnomen bis zu 96,6 % aufnehmen kann .",0,de
18. März 2010 In der Mine Talvivaara wurde heute eine Leckage im Gipsteich nachgewiesen.,2,de
"Im Anschluss an die Erhöhung des Kapitals der Gesellschaft+óEUR TM beträgt 5,5 Mio. € Rumänisch lei $ 1,98 Mio. € 1,56 Mio. € .",0,de
Strahlung und heute ist ein Full-Service-Haus Experte für Strahlung und nukleare Sicherheit Fragen .,0,de
Tesla Motors erinnert sich an 2.700 Model X SUVs $TSLA https://t.co/xDGrAExkKz,2,de
"Der finnische flexible Verpackungshersteller Suominen Corporation meldet im ersten Quartal 2008 einen Umsatz von 54,5 Mio EUR gegenüber 54,3 Mio EUR im Vorjahr .",1,de
"Neu Delhi , 12. Februar -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia und Janhonen Risto von Nokia Telekommunikation Oy , Espoo , Finnland haben Kabelverstellung Gerät entwickelt .",0,de
"$amzn 4 Periode RSI ist unten bei 20, lesen Sie einfach Connors Buch über Trading-Strategien",1,de
"Der Marktanteil von Koff am Markt betrug 23,4 % , der Marktanteil von Karhu 21,4 % .",0,de
"PGE Belchatow betreibt das Kohlekraftwerk von 4,44 GW Belchatow , und Fortum beabsichtigt , gemeinsam mit Teollisuuden Voima Oyj ( TVO ) ein CCS-Demonstrationsprojekt - ein weiteres finnisches Versorgungsunternehmen - in der gemeinsamen Kohleanlage von 565 MW Meri-Pori zu starten .",0,de
"Der Verwaltungsrat wurde ermächtigt , über andere Bedingungen der Aktienausgabe zu entscheiden .",0,de
"Das Nettoeinkommen aus Lebensversicherungen stieg von 14,0 Mio EUR auf 16,5 Mio EUR und das Nettoeinkommen aus Schadenversicherungen auf 22,6 Mio EUR von 15,2 Mio EUR im Jahr 2009 .",1,de
Kann Weihnachten Sainsburys plc und Tesco plc retten?,2,de
2007 belief sich der Konzernumsatz auf 42 Mio EUR und beschäftigte rund 1.445 Mitarbeiter .,0,de
"Das Programm umfasste operative Verbesserungen und Personalkürzungen , vor allem in den Niederlanden .",0,de
`` Unser Kunde ist mit der Basware Invoice Automation-Lösung zufrieden und erweitert die Implementierung auf neue Geographien.,1,de
Das Wachstum des Nettoumsatzes hat sich im Nahen Osten und in Afrika sowie im Asien-Pazifik-Raum positiv fortgesetzt.,1,de
"Für 2008 wird das Unternehmen eine Dividende in Höhe von 0,12 EUR je Aktie vorschlagen .",0,de
$AMCN schieben Höhen,1,de
"Sowohl das Betriebsergebnis als auch der Umsatz im Zwölfmonatszeitraum stiegen gegenüber dem Geschäftsjahr 2004 von 10 ,5 Mio EUR bzw . 28 ,8 Mio EUR .",1,de
"Hauptaktionäre des finnischen IT-Dienstleisters TietoEnator Oyj lehnten am Freitag ein feindseliges Angebot von 1,08 Milliarden US-Dollar 1,67 Milliarden US-Dollar ab und gaben damit einem möglichen Gegenangebot von Blackstone Group LP und Norwegian Telenor ASA neues Leben.",1,de
"Der Betriebsverlust belief sich auf 0,3 Mio . EUR gegenüber einem Gewinn von 5 ,1 Mio . EUR im ersten Halbjahr 2009 .",0,de
Derzeit verwendet das Unternehmen acht ähnliche Reichweitenstapler und vier leere Containerhandler von Konecranes .,0,de
$AAPL will niedriger. nach oben Wellen immer kleiner auf die 2 min,2,de
Die geplante Ethanol- und Energieerzeugungsanlage kann im Zusammenhang mit einer Abfallbehandlungsanlage oder einer Papierfabrik betrieben werden.,0,de
Die grundlegenden Bankgeschäfte blieben unverändert .,0,de
Raisio ist der Standort der wichtigsten Produktionsanlagen sowie Firmensitz.,0,de
Tesco verkauft Blinkbox und Breitband-Service an TalkTalk,1,de
In der Schweiz ist Teleste seit langem ein etablierter Anbieter von Produkten und seine Hauptkunden sind Kabel- und Glasfaserbetreiber ( FTTH ).,0,de
Ahlstroms Aktie wird auf der NASDAQ OMX Helsinki notiert .,0,de
"Der Verbundkörper ist mit einer harten Beschichtungsschicht beschichtet, die durch thermisches Spritzen hergestellt wird, und die Beschichtung ist gemahlen. ''",0,de
"- Die Nachfrage nach Kaminprodukten war niedriger als erwartet , vor allem in Deutschland .",2,de
"Der Nettoumsatz des Hauptgeschäftsbereichs von Kyro , Glaston Technologies , ein Hersteller von Glasverarbeitungsmaschinen , verringerte sich von 164,1 Mio . EUR im Januar bis September 2005 auf 161,5 Mio . EUR .",0,de
"Der Umsatz ging im Ausland zurück, stieg aber in Finnland an .",0,de
"Fiskars wird Gemeinschaftsprojekte in ganz Großbritannien durchführen und sie sind auch auf der Suche nach lokalen Freiwilligen, die an der Unterstützung bei den ausgewählten Restaurierungsprojekten interessiert sind.",0,de
"Februar 2009 um 10.00 Uhr ( EET ) Elcoteq wird sein Abschlussbulletin 2008 am Mittwoch , den 11. Februar , um 9.00 Uhr ( EET ) veröffentlichen .",0,de
Nasdaq stellt für Breakout Teil II über @AllStarCharts http://stks.co/15Nv $GOOG $AMZN $QCOM,1,de
"Ziel ist eine jährliche Verbesserung des Betriebsergebnisses von Ruukki Construction ab 2009 um mehr als 3 Millionen US-Dollar 4,1 Millionen Euro .",1,de
"Unsere fundierte Expertise erstreckt sich auf die Bereiche Energie , Industrie , Stadt & Mobilität sowie Wasser & Umwelt .",0,de
"britischer Immobilienmarkt stagniert nach Brexit-Dip, sagt Persimmon",1,de
Ponsse wird sein Vertriebs- und Wartungsnetz in sechs geografische Gebiete unterteilen.,0,de
"Nach der Transaktion erhöhte Alma Media ihre Beteiligung an Talentum auf 30,65 % der Aktien und rund 31,12 % der Stimmrechte .",1,de
"Die Pharmakonzerne Orion Corp. meldeten einen Rückgang ihrer Erträge im dritten Quartal, der von größeren Ausgaben für FuE und Marketing betroffen war.",0,de
"Im Lebensmittelhandel beliefen sich die Verkäufe auf 320,1 Mio EUR , was einem Rückgang um 1,1 % entspricht .",2,de
Warum ich ARM Holdings plc und BHP Billiton plc heute kaufen würde,1,de
$AAPL http://stks.co/1LDx Löschen dieser absteigenden Trendlinie / Buy Area jetzt,1,de
Novartis kauft verbleibende Rechte an GSK-Behandlungen im Deal bis zu einer Milliarde Dollar,1,de
"Es ist sogar ein wenig höher als Yara 's Multiples auf sich selbst , ' ein Analyst in Helsinki sagte .",0,de
"Teollisuuden Voima Oyj , der finnische Dienstprogramm bekannt als TVO , sagte es in die engere Liste mit Mitsubishi Heavy s EU-APWR-Modell zusammen mit Reaktoren von Areva , Toshiba Corp. , GE Hitachi Kernenergie und Korea Hydro & Nuclear Power Co. . .",0,de
"Lifetree wurde im Jahr 2000 gegründet , und seine Einnahmen sind im Durchschnitt um 40 % mit Margen in den späten 30er Jahren gestiegen .",1,de
Die gezeichneten Aktien können ab der Registrierung am nächsten Tag gehandelt werden .,0,de
Die Handelsbanken rangierten jedoch auch diesmal vor Local Cooperative Banks und Aktia in der Kundenbindung .,1,de
"Eine der Möglichkeiten wäre, die gesamte baltische Fleischverarbeitung nach Rakvere zu bringen , wie die Verarbeitung in der Fleischverpackungseinheit Vantaa in Finnland konzentriert war , schrieb die Zeitung .",0,de
"Der Nettoumsatz des Hauptgeschäftsbereichs von Kyro , Glaston Technologies , ein Hersteller von Glasverarbeitungsmaschinen , verringerte sich von 164,1 Mio . EUR im Januar bis September 2005 auf 161,5 Mio . EUR .",2,de
@Renatta @Fr0van @kjepeneter @RPTL Starke schließen 4 $PLNR kommen,1,de
"Diese Maßnahme folgt den Personalverhandlungen über die Elcoteq SE , die finnische Niederlassung , die Elcoteq Finland Oy und das Elcoteq Design Center Oy .",0,de
"`` Ungewöhnlich schwache Schneeverhältnisse in fast jedem Markt haben unser erstes Quartal Ergebnis beeinflusst , '' sagte Chief Executive Roger Talermo .",0,de
"Derzeit betreibt es eine Flotte von acht Trägern, sowie neun Schuber und Lastkähne.",0,de
"Das Ergebnis vor Steuern fiel im dritten Quartal 2008 auf 21,1 Mio . EUR gegenüber 35,8 Mio . EUR im entsprechenden Zeitraum 2007 .",2,de
Das muss der Druck auf die Aktie sein. Ich bin immer noch bullisch auf $AAPL.,1,de
Die Kapitalstruktur von Solidium kann künftig durch andere Finanzinstrumente ergänzt werden .,0,de
"Die Transaktion soll mit einem marktbasierten Darlehen von 40 Mio EUR finanziert werden , das von der Standard Chartered Bank Hong Kong gewährt wird .",0,de
"Jon Risfelt hatte zuvor operative Führungspositionen in Europolitan , Ericsson , SAS , American Express Card und Reiseabteilungen sowie in Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) und Gambro Renal Products ( CEO ) inne .",0,de
"Hobby Hall 's Umsatz verringern 26 pct aufgrund der Einführung eines neuen Informationssystems, das Änderungen im Prinzip der Entsendung von Verkäufen beinhaltete .",0,de
"@mugatushair Jetzt ist es Zeit, $TSLA kurz",2,de
"Im ersten Quartal 2009 verringerte sich der Zinsüberschuss der Bank von +àland um 10 % auf 9,1 Mio EUR .",2,de
Der Vertrag beinhaltet die Sanierung der Badezimmer von 189 Einheiten sowie die Wiederauffüllung ihrer Wasser- und Kanalleitungen.,0,de
"Die Projektlaufzeit beträgt insgesamt drei Jahre und wird auf rund 11,5 Mio. EUR geschätzt.",0,de
Die Gesamtfläche der Anlage beträgt 29.000 Quadratmeter.,0,de
`` Gedruckte Stoffe und verwandte Design-Expertise waren schon immer der Kern von Marimekko 's Geschäft und Marke .,0,de
"$DNN nahm einige auf, wie diese gehen in 2014",1,de
"Im Januar bis September 2010 erhöhte sich der Nettogewinn von Fiskars gegenüber dem Vorjahr um 14 % auf 65,4 Mio EUR und der Nettoumsatz von 487,7 Mio EUR auf 525,3 Mio EUR .",1,de
"Die Barmittel- und Barmitteläquivalente beliefen sich auf 6 ,5 Mio EUR im Vergleich zu 10 ,5 Mio EUR im Vorjahr .",0,de
"Tulikivi produziert wärmebeständige , Speckstein und keramische Kamine , sowie Naturstein-Produkte und Gebrauchskeramik .",0,de
"`` Wir haben eine Gruppe von 120 Freiwilligen aus Digicel Mitarbeiter, die den Vertrieb verwalten werden ... In der nächsten Woche werden sie die 19.000 Zelte an mehr als 150 Organisationen verteilen , '' Digicel Haiti CEO Maarten Boute sagte .",0,de
"In Finnland wird die Sampo Bank , die heute Teil der Danske Bank Gruppe ist , Personal aus den Verwaltungs - und Unterstützungsfunktionen entlassen .",2,de
Die zugrunde liegenden Ergebnisse von TeliaSonera beinhalteten jedoch 457 Mio . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,0,de
$HCP Kommen Sie zu der Partei und kaufen Sie diese -gonna geben solide Gewinne und eine Dividende $$$$$,1,de
Die Telefone sind zum ersten Mal Nutzer in Wachstumsmärkten gezielt .,0,de
Gleichzeitig stieg der Umsatz um 14 Prozent auf 43 Millionen Euro .,1,de
Drugmaker Shire zu kaufen Baxalta für $32 Milliarden nach 6 Monaten Verfolgung,1,de
"Der Jahresüberschuss wird voraussichtlich um rund 10 % steigen , sagte das Unternehmen .",1,de
"Die verschärfte Wettbewerbssituation auf dem Markt für Produktionsautomatisierung hat sich 2006 auf den Nettoumsatz ausgewirkt , sagte Cencorp .",2,de
"Eine Umfrage von Taloustutkimus für Sampo Life zeigt, dass Unternehmen schlecht darauf vorbereitet sind, wichtige Mitarbeiter zu verlieren.",2,de
"Das Unternehmen rutschte aus einem Gewinn von 1,3 Mio. EUR auf einen operativen Verlust von 2,6 Mio. EUR .",2,de
$FB Schöne intraday Tauchgang kaufen hier,1,de
"@BrooklynBandit: $SIMO Basing schön. Ein Ende über 24.18 ist bullish $QQ $SPY $STUDY Uhr für ein Ende in der Nähe HOD. Derzeit up +3%"" nach oben +5%",1,de
"Durch die Übernahme baut Panostaja seinen auf Digitaldruck spezialisierten Geschäftsbereich weiter aus , der seitdem aus den Tochtergesellschaften Kopijyva Oy und Sokonet Oy besteht .",1,de
"Alle Fähren waren außerhalb des Stockholmer Archipels in Schwierigkeiten geraten , bestehend aus mehr als 20.000 Inseln .",0,de
Laut Deputy MD Pekka Silvennoinen soll der Umsatz in den nächsten drei Jahren verdoppelt werden.,1,de
"Der Vorschlag der Aktionäre, Herrn Hannu Krogerus in den Vorstand zu wählen, basiert auf seiner langen und unerreichten Erfahrung und Kenntnis aller Angelegenheiten im Zusammenhang mit Elcoteq .",0,de
"Der Verwaltungsrat der Gesellschaft würde 2005 eine Dividende von 1 ,00 EUR je Aktie vorschlagen .",0,de
"Er sagte, dass die Dinge anders sein werden, wenn neue finnische Kernkraftwerke in Betrieb gehen und die großen Wasserkraftwerke Nordeuropas ein gutes Jahr haben.",0,de
"Der beizulegende Zeitwert der Anlageimmobilien lag bei 15,8 Mio EUR im Vergleich zu 22,9 Mio EUR im dritten Quartal 2009 .",2,de
Marimekko erwägt weitere Maßnahmen in dieser Angelegenheit .,0,de
Warum $TWTR in 1 Diagramm verloren geht $FB $GOOG https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,0,de
"N +1 Gruppe wird nach Abschluss der Transaktion 16,5 Mio EUR und den Restbetrag im Jahr 2012 zahlen .",0,de
"Vehmilainen , derzeit Chief Operating Officer bei Nokia Siemens Networks , wird Finnair am 5 . Januar 2010 beitreten und zum 1 . Februar 2010 als CEO übernehmen .",0,de
Unser Bericht über konservierte Lebensmittel in Finnland bietet einen umfassenden Leitfaden zur Größe und Form des Marktes auf nationaler Ebene.,0,de
"Die wirtschaftliche Auslastung des Immobilienportfolios von Sponda stieg von 88,8 % im Jahr 2006 auf 91,2 % .",1,de
"Der Wert der Verträge beträgt etwa 3,3 Mio . EUR .",0,de
"MärkteVerbessern sich um 2,5 % und Baxalta um 6 % gegenüber 32 Mrd. $",1,de
Die finnische Bank von +àland wird Anfang Juni 2010 ihr langfristiges Rentensparkonto eröffnen .,0,de
"ALEXANDRIA, Va., 5. November -- Risto Kontturi aus Rajamaki, Finnland, und Jari Ylinen aus Hyvinkaa, Finnland, haben ein automatisiertes Transportsystem mit einer benutzergesteuerten Transportauswahl entwickelt.",0,de
"Er glaubt jedoch nicht , dass HKScan oder Atria anfangen werden, importiertes Fleisch zu verwenden , da finnische Verbraucher einheimische Produkte bevorzugen .",0,de
